Stacja;Data;Godzina;zjawisko;Zachmurzenia;Cisnienie
12115;10.06.2020;21:00:00;Mgˆa;8;1014.1
12399;10.06.2020;21:00:00;Burza;8;1010.6
12500;10.06.2020;21:00:00;Deszcz;8;1011.2
12670;10.06.2020;21:00:00;Mgˆa;0;1010.3
12690;10.06.2020;21:00:00;Mgˆa;0;1010.9
12280;10.06.2020;22:00:00;Burza;6;1011.3
12375;10.06.2020;22:00:00;Burza;8;1009.1
12424;10.06.2020;22:00:00;Deszcz;7;1010.3
12580;10.06.2020;22:00:00;Mgˆa;0;1010.2
12670;10.06.2020;22:00:00;Mgˆa;1;1010.5
12690;10.06.2020;22:00:00;Mgˆa;0;1010.6
12280;10.06.2020;23:00:00;Burza;6;1010.4
12385;10.06.2020;23:00:00;Mgˆa;6;1009.1
12488;10.06.2020;23:00:00;Mgˆa;6;1008.9
12560;10.06.2020;23:00:00;Mgˆa;3;1009.5
12570;10.06.2020;23:00:00;Mgˆa;7;1009.6
12580;10.06.2020;23:00:00;Mgˆa;0;1009.9
12670;10.06.2020;23:00:00;Mgˆa;1;1010.2
12690;10.06.2020;23:00:00;Mgˆa;0;1010.2
12160;11.06.2020;00:00:00;Mgˆa;0;1011.3
12280;11.06.2020;00:00:00;Burza;7;1010.7
12376;10.06.2020;16:00:00;Burza;7;1009.5
12376;10.06.2020;17:00:00;Burza;8;1009.7
12466;10.06.2020;20:00:00;Deszcz;7;1010.0
12485;10.06.2020;17:00:00;Burza;8;1009.8
12490;10.06.2020;16:00:00;Burza;7;1009.9
12566;11.06.2020;00:00:00;Mgˆa;3;1009.7
12570;11.06.2020;00:00:00;Mgˆa;0;1009.6
12580;11.06.2020;00:00:00;Mgˆa;0;1009.7
12285;11.06.2020;00:00:00;Deszcz;0;1009.8
12360;11.06.2020;00:00:00;Deszcz;0;1009.0
12385;11.06.2020;00:00:00;Mgˆa;7;1009.5
12469;11.06.2020;00:00:00;Mgˆa;8;1009.1
12488;11.06.2020;00:00:00;Mgˆa;6;1008.9
12560;11.06.2020;00:00:00;Mgˆa;8;1009.6
12670;11.06.2020;00:00:00;Mgˆa;0;1010.1
12690;11.06.2020;00:00:00;Mgˆa;0;1010.3
12695;11.06.2020;00:00:00;Deszcz;0;1010.3
12160;11.06.2020;01:00:00;Mgˆa;0;1011.6
12195;11.06.2020;01:00:00;Burza;8;1011.5
12280;11.06.2020;01:00:00;Burza;8;1010.1
12285;11.06.2020;01:00:00;Deszcz;0;1009.4
12360;11.06.2020;01:00:00;Deszcz;0;1008.4
12385;11.06.2020;01:00:00;Mgˆa;5;1009.2
12399;11.06.2020;01:00:00;Mgˆa;6;1009.8
12469;11.06.2020;01:00:00;Mgˆa;8;1009.2
12488;11.06.2020;01:00:00;Mgˆa;8;1009.0
12495;11.06.2020;01:00:00;Mgˆa;2;1009.4
12497;11.06.2020;01:00:00;Mgˆa;2;1009.7
12560;11.06.2020;01:00:00;Mgˆa;8;1009.4
12566;11.06.2020;01:00:00;Mgˆa;7;1009.3
12570;11.06.2020;01:00:00;Mgˆa;0;1009.5
12580;11.06.2020;01:00:00;Mgˆa;7;1009.9
12670;11.06.2020;01:00:00;Mgˆa;0;1009.9
12690;11.06.2020;01:00:00;Mgˆa;0;1010.4
12160;11.06.2020;02:00:00;Mgˆa;0;1010.7
12185;11.06.2020;02:00:00;Deszcz;0;1010.6
12195;11.06.2020;02:00:00;Burza;8;1011.3
12280;11.06.2020;02:00:00;Burza;8;1010.1
12385;11.06.2020;02:00:00;Mgˆa;7;1009.5
12399;11.06.2020;02:00:00;Mgˆa;5;1010.2
12435;11.06.2020;02:00:00;Deszcz;8;1009.3
12469;11.06.2020;02:00:00;Mgˆa;8;1009.1
12488;11.06.2020;02:00:00;Mgˆa;6;1009.2
12495;11.06.2020;02:00:00;Mgˆa;0;1009.8
12497;11.06.2020;02:00:00;Mgˆa;3;1010.0
12560;11.06.2020;02:00:00;Mgˆa;8;1009.6
12566;11.06.2020;02:00:00;Mgˆa;0;1009.8
12570;11.06.2020;02:00:00;Mgˆa;0;1010.2
12580;11.06.2020;02:00:00;Mgˆa;3;1010.4
12600;11.06.2020;02:00:00;Mgˆa;3;1009.8
12670;11.06.2020;02:00:00;Mgˆa;0;1010.4
12690;11.06.2020;02:00:00;Mgˆa;0;1011.1
12160;11.06.2020;03:00:00;Mgˆa;0;1010.7
12185;11.06.2020;03:00:00;Deszcz;0;1009.4
12280;11.06.2020;03:00:00;Burza;8;1009.7
12385;11.06.2020;03:00:00;Mgˆa;7;1009.9
12399;11.06.2020;03:00:00;Mgˆa;2;1010.3
12469;11.06.2020;03:00:00;Mgˆa;8;1009.5
12488;11.06.2020;03:00:00;Mgˆa;6;1009.8
12495;11.06.2020;03:00:00;Mgˆa;0;1010.4
12497;11.06.2020;03:00:00;Mgˆa;1;1010.4
12500;11.06.2020;03:00:00;Deszcz;8;1010.1
12520;11.06.2020;03:00:00;Mgˆa;8;1009.8
12540;11.06.2020;03:00:00;Mgˆa;8;1009.8
12560;11.06.2020;03:00:00;Mgˆa;8;1010.1
12566;11.06.2020;03:00:00;Mgˆa;0;1010.3
12570;11.06.2020;03:00:00;Mgˆa;0;1010.4
12580;11.06.2020;03:00:00;Mgˆa;0;1010.6
12670;11.06.2020;03:00:00;Mgˆa;5;1010.7
12690;11.06.2020;03:00:00;Mgˆa;0;1011.4
12160;11.06.2020;04:00:00;Deszcz;0;1010.3
12230;11.06.2020;04:00:00;Deszcz;0;1010.8
12280;11.06.2020;04:00:00;Burza;8;1010.2
12310;11.06.2020;04:00:00;Mgˆa;8;1010.7
12385;11.06.2020;04:00:00;Mgˆa;7;1010.2
12415;11.06.2020;04:00:00;Deszcz;0;1010.0
12469;11.06.2020;04:00:00;Mgˆa;0;1010.0
12488;11.06.2020;04:00:00;Mgˆa;7;1009.9
12495;11.06.2020;04:00:00;Mgˆa;0;1010.7
12497;11.06.2020;04:00:00;Mgˆa;1;1010.7
12500;11.06.2020;04:00:00;Deszcz;8;1010.2
12520;11.06.2020;04:00:00;Mgˆa;8;1010.1
12540;11.06.2020;04:00:00;Mgˆa;8;1010.2
12560;11.06.2020;04:00:00;Mgˆa;8;1010.3
12566;11.06.2020;04:00:00;Mgˆa;8;1010.8
12570;11.06.2020;04:00:00;Mgˆa;0;1010.6
12580;11.06.2020;04:00:00;Mgˆa;2;1010.6
12600;11.06.2020;04:00:00;Mgˆa;8;1010.7
12670;11.06.2020;04:00:00;Mgˆa;5;1010.8
12690;11.06.2020;04:00:00;Mgˆa;0;1011.6
12155;11.06.2020;05:00:00;Mgˆa;0;1010.7
12160;11.06.2020;05:00:00;Deszcz;0;1010.2
12230;11.06.2020;05:00:00;Deszcz;0;1010.4
12469;11.06.2020;05:00:00;Mgˆa;8;1009.9
12488;11.06.2020;05:00:00;Mgˆa;8;1010.1
12495;11.06.2020;05:00:00;Mgˆa;0;1010.8
12497;11.06.2020;05:00:00;Mgˆa;8;1010.6
12500;11.06.2020;05:00:00;Deszcz;8;1010.3
12520;11.06.2020;05:00:00;Mgˆa;8;1010.2
12560;11.06.2020;05:00:00;Mgˆa;8;1010.3
12566;11.06.2020;05:00:00;Mgˆa;8;1010.7
12570;11.06.2020;05:00:00;Mgˆa;8;1010.4
12600;11.06.2020;05:00:00;Mgˆa;7;1010.6
12670;11.06.2020;05:00:00;Mgˆa;6;1011.1
12690;11.06.2020;05:00:00;Mgˆa;6;1011.3
12135;11.06.2020;06:00:00;Mgˆa;8;1011.2
12155;11.06.2020;06:00:00;Deszcz;8;1010.5
12160;11.06.2020;06:00:00;Mgˆa;0;1010.4
12336;11.06.2020;01:00:00;Deszcz;8;1009.3
12336;11.06.2020;02:00:00;Deszcz;8;1009.4
12345;10.06.2020;23:00:00;Deszcz;0;1009.4
12345;11.06.2020;00:00:00;Deszcz;0;1009.2
12376;11.06.2020;00:00:00;Mgˆa;8;1008.8
12376;11.06.2020;01:00:00;Mgˆa;8;1008.6
12376;11.06.2020;02:00:00;Mgˆa;8;1009.0
12490;11.06.2020;01:00:00;Mgˆa;7;1009.2
12490;11.06.2020;02:00:00;Mgˆa;6;1009.6
12495;11.06.2020;06:00:00;Mgˆa;8;1010.9
12497;11.06.2020;06:00:00;Mgˆa;7;1010.8
12500;11.06.2020;06:00:00;Deszcz;8;1010.4
12566;11.06.2020;06:00:00;Mgˆa;8;1011.0
12570;11.06.2020;06:00:00;Mgˆa;5;1010.2
12670;11.06.2020;06:00:00;Mgˆa;3;1010.7
12690;11.06.2020;06:00:00;Mgˆa;3;1010.8
12135;11.06.2020;07:00:00;Mgˆa;7;1011.1
12160;11.06.2020;07:00:00;Mgˆa;8;1010.6
12155;11.06.2020;07:00:00;Mgˆa;8;1010.9
12105;11.06.2020;08:00:00;Deszcz;8;1012.0
12155;11.06.2020;08:00:00;Mgˆa;8;1010.9
12105;11.06.2020;09:00:00;Deszcz;8;1011.9
12155;11.06.2020;09:00:00;Mgˆa;7;1010.9
12200;11.06.2020;09:00:00;Deszcz;8;1012.5
12100;11.06.2020;10:00:00;Deszcz;8;1012.2
12105;11.06.2020;10:00:00;Deszcz;8;1011.8
12120;11.06.2020;10:00:00;Mgˆa;8;1012.0
12100;11.06.2020;11:00:00;Deszcz;8;1012.4
12105;11.06.2020;11:00:00;Deszcz;8;1011.7
12115;11.06.2020;11:00:00;Deszcz;8;1011.9
12120;11.06.2020;11:00:00;Mgˆa;8;1011.9
12142;11.06.2020;06:00:00;Mgˆa;0;1011.0
12142;11.06.2020;08:00:00;Mgˆa;0;1011.7
12146;11.06.2020;05:00:00;Deszcz;8;1010.5
12146;11.06.2020;06:00:00;Deszcz;0;1010.6
12146;11.06.2020;07:00:00;Mgˆa;0;1011.3
12146;11.06.2020;08:00:00;Mgˆa;0;1011.0
12212;11.06.2020;06:00:00;Deszcz;8;1011.8
12212;11.06.2020;07:00:00;Deszcz;8;1011.6
12212;11.06.2020;08:00:00;Deszcz;8;1011.4
12342;11.06.2020;05:00:00;Deszcz;8;1009.0
12342;11.06.2020;06:00:00;Deszcz;8;1008.9
12376;11.06.2020;03:00:00;Mgˆa;8;1009.3
12452;11.06.2020;05:00:00;Mgˆa;8;1009.3
12452;11.06.2020;06:00:00;Mgˆa;8;1009.5
12454;11.06.2020;05:00:00;Mgˆa;8;1009.5
12466;11.06.2020;04:00:00;Mgˆa;0;1009.7
12466;11.06.2020;05:00:00;Mgˆa;8;1009.6
12466;11.06.2020;06:00:00;Mgˆa;8;1010.0
12485;11.06.2020;04:00:00;Mgˆa;7;1010.0
12485;11.06.2020;05:00:00;Mgˆa;7;1010.0
12485;11.06.2020;06:00:00;Mgˆa;7;1010.2
12490;11.06.2020;03:00:00;Mgˆa;7;1010.0
12490;11.06.2020;05:00:00;Mgˆa;7;1010.4
12100;11.06.2020;12:00:00;Deszcz;8;1012.4
12115;11.06.2020;12:00:00;Mgˆa;8;1011.9
12120;11.06.2020;12:00:00;Mgˆa;8;1011.9
12210;11.06.2020;12:00:00;Deszcz;0;1011.8
12690;11.06.2020;12:00:00;Burza;7;1008.6
12100;11.06.2020;13:00:00;Deszcz;8;1012.3
12115;11.06.2020;13:00:00;Mgˆa;8;1012.1
12120;11.06.2020;13:00:00;Mgˆa;8;1011.9
12210;11.06.2020;13:00:00;Deszcz;0;1011.7
12670;11.06.2020;13:00:00;Burza;7;1008.4
12690;11.06.2020;13:00:00;Burza;8;1008.1
12100;11.06.2020;14:00:00;Mgˆa;8;1012.1
12115;11.06.2020;14:00:00;Mgˆa;8;1011.8
12120;11.06.2020;14:00:00;Mgˆa;7;1011.9
12210;11.06.2020;14:00:00;Deszcz;0;1011.8
12300;11.06.2020;14:00:00;Deszcz;5;1009.9
12660;11.06.2020;14:00:00;Deszcz;0;1009.6
12670;11.06.2020;14:00:00;Burza;8;1009.2
12690;11.06.2020;14:00:00;Burza;8;1008.8
12115;11.06.2020;15:00:00;Mgˆa;8;1011.8
12200;11.06.2020;15:00:00;Deszcz;8;1012.5
12205;11.06.2020;15:00:00;Deszcz;8;1011.3
12575;11.06.2020;15:00:00;Deszcz;0;1009.0
12580;11.06.2020;15:00:00;Burza;8;1008.7
12690;11.06.2020;15:00:00;Burza;8;1008.3
12695;11.06.2020;15:00:00;Deszcz;0;1010.4
12670;11.06.2020;15:00:00;Burza;8;1008.7
12115;11.06.2020;16:00:00;Mgˆa;8;1011.8
12205;11.06.2020;16:00:00;Deszcz;8;1011.1
12300;11.06.2020;16:00:00;Deszcz;7;1009.9
12566;11.06.2020;16:00:00;Burza;8;1010.3
12580;11.06.2020;16:00:00;Burza;8;1009.3
12595;11.06.2020;16:00:00;Burza;8;1011.7
12670;11.06.2020;16:00:00;Burza;7;1008.4
12115;11.06.2020;17:00:00;Mgˆa;8;1011.7
12120;11.06.2020;17:00:00;Mgˆa;8;1011.7
12399;11.06.2020;17:00:00;Burza;7;1010.4
12495;11.06.2020;17:00:00;Burza;8;1012.1
12497;11.06.2020;17:00:00;Burza;8;1010.5
12580;11.06.2020;17:00:00;Burza;7;1009.2
12595;11.06.2020;17:00:00;Burza;8;1010.7
12120;11.06.2020;18:00:00;Mgˆa;8;1012.5
12124;11.06.2020;11:00:00;Deszcz;8;1011.7
12124;11.06.2020;12:00:00;Deszcz;8;1011.8
12142;11.06.2020;09:00:00;Mgˆa;0;1011.3
12142;11.06.2020;10:00:00;Mgˆa;0;1011.5
12142;11.06.2020;11:00:00;Mgˆa;8;1011.8
12146;11.06.2020;09:00:00;Mgˆa;0;1011.0
12212;11.06.2020;09:00:00;Deszcz;8;1011.3
12212;11.06.2020;10:00:00;Deszcz;8;1011.4
12295;11.06.2020;18:00:00;Burza;8;1010.8
12400;11.06.2020;18:00:00;Deszcz;5;1009.8
12495;11.06.2020;18:00:00;Burza;8;1012.7
12100;11.06.2020;18:00:00;Mgˆa;8;1011.9
12115;11.06.2020;18:00:00;Mgˆa;8;1012.1
12399;11.06.2020;18:00:00;Burza;8;1012.0
12488;11.06.2020;18:00:00;Burza;8;1010.1
12497;11.06.2020;18:00:00;Burza;8;1012.9
12520;11.06.2020;18:00:00;Deszcz;7;1010.0
12595;11.06.2020;18:00:00;Burza;8;1009.9
12100;11.06.2020;19:00:00;Mgˆa;8;1012.3
12120;11.06.2020;19:00:00;Mgˆa;8;1012.5
12295;11.06.2020;19:00:00;Burza;8;1011.6
12385;11.06.2020;19:00:00;Burza;8;1012.5
12400;11.06.2020;19:00:00;Deszcz;5;1009.9
12488;11.06.2020;19:00:00;Burza;8;1011.8
12495;11.06.2020;19:00:00;Burza;8;1010.7
12497;11.06.2020;19:00:00;Burza;8;1012.2
12560;11.06.2020;19:00:00;Mgˆa;7;1009.6
12100;11.06.2020;20:00:00;Mgˆa;8;1012.4
12195;11.06.2020;20:00:00;Burza;7;1011.4
12385;11.06.2020;20:00:00;Burza;8;1012.0
12488;11.06.2020;20:00:00;Burza;8;1009.6
12497;11.06.2020;20:00:00;Burza;8;1013.0
12585;11.06.2020;20:00:00;Deszcz;0;1009.9
12690;11.06.2020;20:00:00;Mgˆa;6;1009.6
12105;11.06.2020;21:00:00;Mgˆa;0;1012.4
12195;11.06.2020;21:00:00;Burza;8;1011.9
12285;11.06.2020;21:00:00;Deszcz;0;1012.3
12385;11.06.2020;21:00:00;Deszcz;8;1011.0
12497;11.06.2020;21:00:00;Burza;8;1009.7
12595;11.06.2020;21:00:00;Deszcz;0;1010.1
12690;11.06.2020;21:00:00;Mgˆa;7;1009.4
12100;11.06.2020;22:00:00;Mgˆa;8;1012.4
12105;11.06.2020;22:00:00;Mgˆa;0;1012.2
12115;11.06.2020;22:00:00;Mgˆa;8;1012.7
12250;11.06.2020;22:00:00;Mgˆa;6;1011.4
12285;11.06.2020;22:00:00;Deszcz;0;1010.8
12375;11.06.2020;22:00:00;Deszcz;6;1010.5
12595;11.06.2020;22:00:00;Deszcz;0;1008.6
12690;11.06.2020;22:00:00;Mgˆa;8;1011.6
12695;11.06.2020;22:00:00;Deszcz;0;1009.9
12100;11.06.2020;23:00:00;Mgˆa;8;1012.4
12105;11.06.2020;23:00:00;Mgˆa;0;1012.6
12115;11.06.2020;23:00:00;Mgˆa;8;1012.8
12120;11.06.2020;23:00:00;Mgˆa;8;1012.7
12560;11.06.2020;23:00:00;Mgˆa;5;1009.4
12100;12.06.2020;00:00:00;Mgˆa;8;1012.7
12105;12.06.2020;00:00:00;Mgˆa;0;1012.3
12120;12.06.2020;00:00:00;Mgˆa;8;1012.8
12124;11.06.2020;18:00:00;Mgˆa;8;1011.9
12124;11.06.2020;19:00:00;Mgˆa;8;1012.3
12124;11.06.2020;20:00:00;Mgˆa;8;1012.4
12142;11.06.2020;16:00:00;Mgˆa;7;1011.4
12142;11.06.2020;17:00:00;Mgˆa;8;1011.7
12142;11.06.2020;18:00:00;Mgˆa;6;1012.2
12212;11.06.2020;15:00:00;Mgˆa;8;1011.1
12212;11.06.2020;16:00:00;Mgˆa;8;1010.9
12212;11.06.2020;17:00:00;Mgˆa;8;1011.1
12212;11.06.2020;18:00:00;Mgˆa;8;1011.7
12212;11.06.2020;19:00:00;Mgˆa;8;1011.8
12212;11.06.2020;20:00:00;Mgˆa;8;1011.7
12376;11.06.2020;19:00:00;Burza;7;1011.2
12485;11.06.2020;20:00:00;Deszcz;8;1010.1
12490;11.06.2020;18:00:00;Burza;7;1012.0
12490;11.06.2020;19:00:00;Burza;7;1012.3
12490;11.06.2020;20:00:00;Burza;7;1010.7
12520;12.06.2020;00:00:00;Mgˆa;6;1010.7
12566;12.06.2020;00:00:00;Mgˆa;8;1009.6
12115;12.06.2020;00:00:00;Mgˆa;8;1012.8
12100;12.06.2020;01:00:00;Mgˆa;8;1012.3
12105;12.06.2020;01:00:00;Mgˆa;0;1012.1
12115;12.06.2020;01:00:00;Mgˆa;8;1012.5
12205;12.06.2020;01:00:00;Mgˆa;0;1012.1
12235;12.06.2020;01:00:00;Mgˆa;0;1012.0
12300;12.06.2020;01:00:00;Mgˆa;8;1011.3
12310;12.06.2020;01:00:00;Mgˆa;0;1011.1
12488;12.06.2020;01:00:00;Mgˆa;5;1010.0
12520;12.06.2020;01:00:00;Mgˆa;3;1010.7
12560;12.06.2020;01:00:00;Mgˆa;5;1009.6
12566;12.06.2020;01:00:00;Mgˆa;8;1010.5
12695;12.06.2020;01:00:00;Deszcz;0;1009.1
12100;12.06.2020;02:00:00;Mgˆa;8;1012.6
12105;12.06.2020;02:00:00;Mgˆa;0;1012.4
12115;12.06.2020;02:00:00;Mgˆa;8;1012.3
12160;12.06.2020;02:00:00;Mgˆa;7;1011.3
12205;12.06.2020;02:00:00;Mgˆa;0;1012.1
12235;12.06.2020;02:00:00;Mgˆa;0;1012.1
12272;12.06.2020;02:00:00;Mgˆa;7;1010.9
12300;12.06.2020;02:00:00;Mgˆa;8;1011.5
12310;12.06.2020;02:00:00;Mgˆa;0;1011.2
12488;12.06.2020;02:00:00;Mgˆa;7;1010.9
12500;12.06.2020;02:00:00;Mgˆa;0;1011.0
12520;12.06.2020;02:00:00;Mgˆa;2;1011.1
12560;12.06.2020;02:00:00;Mgˆa;6;1010.3
12570;12.06.2020;02:00:00;Mgˆa;0;1010.8
12600;12.06.2020;02:00:00;Mgˆa;7;1010.7
12105;12.06.2020;03:00:00;Mgˆa;0;1012.3
12160;12.06.2020;03:00:00;Mgˆa;6;1011.2
12205;12.06.2020;03:00:00;Mgˆa;0;1012.2
12235;12.06.2020;03:00:00;Mgˆa;0;1012.0
12300;12.06.2020;03:00:00;Mgˆa;8;1011.7
12310;12.06.2020;03:00:00;Mgˆa;0;1011.6
12385;12.06.2020;03:00:00;Mgˆa;7;1011.0
12424;12.06.2020;03:00:00;Mgˆa;6;1010.5
12488;12.06.2020;03:00:00;Mgˆa;7;1011.3
12570;12.06.2020;03:00:00;Mgˆa;7;1010.3
12600;12.06.2020;03:00:00;Mgˆa;6;1010.8
12690;12.06.2020;03:00:00;Mgˆa;8;1009.7
12115;12.06.2020;03:00:00;Mgˆa;8;1012.5
12500;12.06.2020;03:00:00;Mgˆa;0;1011.7
12520;12.06.2020;03:00:00;Mgˆa;5;1011.4
12560;12.06.2020;03:00:00;Mgˆa;8;1010.1
12100;12.06.2020;04:00:00;Mgˆa;8;1012.5
12105;12.06.2020;04:00:00;Mgˆa;0;1012.2
12115;12.06.2020;04:00:00;Mgˆa;8;1012.2
12135;12.06.2020;04:00:00;Mgˆa;0;1012.1
12160;12.06.2020;04:00:00;Mgˆa;7;1011.5
12205;12.06.2020;04:00:00;Mgˆa;0;1012.4
12235;12.06.2020;04:00:00;Mgˆa;0;1011.9
12300;12.06.2020;04:00:00;Mgˆa;8;1011.8
12310;12.06.2020;04:00:00;Mgˆa;0;1011.6
12488;12.06.2020;04:00:00;Mgˆa;6;1010.3
12500;12.06.2020;04:00:00;Mgˆa;5;1011.6
12520;12.06.2020;04:00:00;Mgˆa;7;1011.4
12560;12.06.2020;04:00:00;Mgˆa;8;1010.0
12566;12.06.2020;04:00:00;Mgˆa;8;1010.1
12570;12.06.2020;04:00:00;Mgˆa;7;1010.6
12600;12.06.2020;04:00:00;Mgˆa;7;1010.6
12660;12.06.2020;04:00:00;Deszcz;0;1010.0
12100;12.06.2020;05:00:00;Mgˆa;8;1012.6
12105;12.06.2020;05:00:00;Mgˆa;0;1012.6
12115;12.06.2020;05:00:00;Mgˆa;8;1012.5
12120;12.06.2020;05:00:00;Mgˆa;8;1012.6
12135;12.06.2020;05:00:00;Mgˆa;7;1012.5
12155;12.06.2020;05:00:00;Mgˆa;8;1011.9
12160;12.06.2020;05:00:00;Mgˆa;6;1011.6
12205;12.06.2020;05:00:00;Mgˆa;8;1012.3
12235;12.06.2020;05:00:00;Mgˆa;7;1012.2
12300;12.06.2020;05:00:00;Mgˆa;8;1012.0
12310;12.06.2020;05:00:00;Mgˆa;0;1011.8
12500;12.06.2020;05:00:00;Mgˆa;5;1011.5
12520;12.06.2020;05:00:00;Mgˆa;7;1011.7
12560;12.06.2020;05:00:00;Mgˆa;8;1010.2
12566;12.06.2020;05:00:00;Mgˆa;8;1010.6
12690;12.06.2020;05:00:00;Mgˆa;8;1008.6
12100;12.06.2020;06:00:00;Mgˆa;8;1013.0
12105;12.06.2020;06:00:00;Mgˆa;0;1012.9
12115;12.06.2020;06:00:00;Mgˆa;8;1012.9
12120;12.06.2020;06:00:00;Mgˆa;8;1013.1
12124;11.06.2020;21:00:00;Mgˆa;8;1012.5
12124;11.06.2020;23:00:00;Mgˆa;0;1012.5
12124;12.06.2020;00:00:00;Mgˆa;0;1012.5
12124;12.06.2020;01:00:00;Mgˆa;8;1012.3
12136;11.06.2020;22:00:00;Mgˆa;8;1012.5
12136;11.06.2020;23:00:00;Mgˆa;6;1012.6
12136;12.06.2020;00:00:00;Mgˆa;0;1012.4
12136;12.06.2020;01:00:00;Mgˆa;0;1012.3
12136;12.06.2020;02:00:00;Mgˆa;0;1012.1
12155;12.06.2020;06:00:00;Mgˆa;8;1012.4
12212;11.06.2020;21:00:00;Mgˆa;8;1012.1
12212;11.06.2020;22:00:00;Mgˆa;8;1012.1
12212;11.06.2020;23:00:00;Mgˆa;8;1012.3
12212;12.06.2020;00:00:00;Mgˆa;8;1012.1
12212;12.06.2020;01:32:00;Mgˆa;8;1011.9
12212;12.06.2020;02:00:00;Mgˆa;8;1012.0
12226;11.06.2020;23:00:00;Mgˆa;8;1012.4
12226;12.06.2020;00:00:00;Mgˆa;8;1012.0
12226;12.06.2020;01:00:00;Mgˆa;8;1011.9
12226;12.06.2020;02:00:00;Mgˆa;8;1012.1
12235;12.06.2020;06:00:00;Mgˆa;0;1012.5
12300;12.06.2020;06:00:00;Mgˆa;8;1012.4
12310;12.06.2020;06:00:00;Mgˆa;8;1012.2
12376;12.06.2020;02:00:00;Deszcz;7;1010.6
12485;11.06.2020;21:00:00;Deszcz;6;1010.2
12500;12.06.2020;06:00:00;Mgˆa;5;1011.2
12520;12.06.2020;06:00:00;Mgˆa;6;1011.1
12560;12.06.2020;06:00:00;Mgˆa;8;1011.1
12690;12.06.2020;06:00:00;Mgˆa;7;1008.8
12100;12.06.2020;07:00:00;Mgˆa;8;1013.6
12105;12.06.2020;07:00:00;Mgˆa;8;1013.2
12115;12.06.2020;07:00:00;Mgˆa;8;1013.3
12120;12.06.2020;07:00:00;Mgˆa;8;1013.4
12235;12.06.2020;07:00:00;Mgˆa;6;1012.5
12310;12.06.2020;07:00:00;Mgˆa;7;1012.4
12155;12.06.2020;07:00:00;Mgˆa;8;1012.7
12100;12.06.2020;08:00:00;Mgˆa;8;1013.3
12115;12.06.2020;08:00:00;Mgˆa;8;1013.3
12120;12.06.2020;08:00:00;Mgˆa;8;1013.6
12155;12.06.2020;08:00:00;Mgˆa;8;1012.6
12660;12.06.2020;08:00:00;Deszcz;0;1010.7
12155;12.06.2020;09:00:00;Mgˆa;8;1013.1
12235;12.06.2020;09:00:00;Burza;7;1012.3
12115;12.06.2020;09:00:00;Mgˆa;8;1013.4
12100;12.06.2020;10:00:00;Mgˆa;8;1013.8
12105;12.06.2020;10:00:00;Burza;7;1013.3
12115;12.06.2020;10:00:00;Mgˆa;8;1013.3
12120;12.06.2020;10:00:00;Mgˆa;8;1013.8
12235;12.06.2020;10:00:00;Burza;7;1012.3
12100;12.06.2020;11:00:00;Mgˆa;8;1013.6
12105;12.06.2020;11:00:00;Burza;8;1014.0
12115;12.06.2020;11:00:00;Mgˆa;8;1013.8
12120;12.06.2020;11:00:00;Mgˆa;8;1014.0
12100;12.06.2020;12:00:00;Mgˆa;8;1014.0
12105;12.06.2020;12:00:00;Burza;7;1013.5
12115;12.06.2020;12:00:00;Mgˆa;8;1014.0
12120;12.06.2020;12:00:00;Mgˆa;8;1014.0
12124;12.06.2020;03:00:00;Mgˆa;8;1012.3
12124;12.06.2020;04:00:00;Mgˆa;8;1012.3
12124;12.06.2020;05:00:00;Mgˆa;8;1012.5
12124;12.06.2020;06:00:00;Mgˆa;0;1012.8
12124;12.06.2020;07:00:00;Mgˆa;8;1013.2
12136;12.06.2020;03:00:00;Mgˆa;0;1012.2
12136;12.06.2020;04:00:00;Mgˆa;0;1012.3
12136;12.06.2020;05:00:00;Mgˆa;6;1012.4
12142;12.06.2020;03:00:00;Mgˆa;7;1011.7
12142;12.06.2020;04:00:00;Mgˆa;0;1012.1
12142;12.06.2020;05:00:00;Mgˆa;0;1012.4
12142;12.06.2020;06:00:00;Mgˆa;0;1013.0
12142;12.06.2020;07:00:00;Mgˆa;8;1013.3
12146;12.06.2020;06:00:00;Mgˆa;0;1012.4
12146;12.06.2020;07:00:00;Mgˆa;0;1012.8
12212;12.06.2020;03:00:00;Mgˆa;8;1012.2
12212;12.06.2020;04:00:00;Mgˆa;8;1012.2
12212;12.06.2020;05:00:00;Mgˆa;8;1012.2
12212;12.06.2020;06:00:00;Mgˆa;8;1012.6
12212;12.06.2020;07:00:00;Mgˆa;8;1013.0
12212;12.06.2020;08:00:00;Mgˆa;8;1012.7
12226;12.06.2020;03:00:00;Mgˆa;8;1012.1
12226;12.06.2020;04:00:00;Mgˆa;8;1011.9
12226;12.06.2020;05:00:00;Mgˆa;8;1012.3
12226;12.06.2020;06:00:00;Mgˆa;8;1012.7
12226;12.06.2020;07:00:00;Mgˆa;7;1012.8
12115;12.06.2020;13:00:00;Mgˆa;8;1014.0
12120;12.06.2020;13:00:00;Mgˆa;8;1014.0
12115;12.06.2020;14:00:00;Mgˆa;8;1013.6
12120;12.06.2020;14:00:00;Mgˆa;8;1014.2
12120;12.06.2020;15:00:00;Mgˆa;8;1014.2
12115;12.06.2020;15:00:00;Mgˆa;8;1013.7
12100;12.06.2020;16:00:00;Mgˆa;8;1013.3
